neg,neu,pos
0.2620445966720581,0.33202252388000486,0.2059328831732273
0.2787146344780922,0.5141731262207031,0.20711223324760794
0.2951802834868431,0.6942076325416565,0.2106120622716844
0.3145431488752365,0.8716830134391784,0.213773827906698
0.1296384558081627,0.8535790801048279,0.01678246958181262
0.08254542499780655,0.9047399878501892,0.012714595440775156
0.18497406244277953,0.7999101340770721,0.015115814469754695
0.17942167297005654,0.8002244651317596,0.020353895239531995
0.17354039326310158,0.8084809362888337,0.01797869671136141
0.18447024747729301,0.7964706003665925,0.019059167616069315
0.180228803306818,0.8015048682689667,0.01826631957665086
0.06685316115617752,0.9173971176147461,0.01574973464012146
0.06042783223092556,0.931798779964447,0.007773409551009536
0.052351679652929306,0.9396787524223328,0.007969581382349133
0.03691575825214386,0.9578361511230469,0.005248108552768827
0.033850861340761186,0.9591722369194031,0.0069769178982824085
0.03804112821817398,0.9522960662841797,0.009662823984399438
0.0455902811139822,0.9429666638374329,0.011443065200001
0.10845818370580673,0.8748988270759582,0.016643006540834903
0.11891890540719033,0.8639143586158753,0.017166747339069845
0.12590495496988297,0.8583643078804016,0.015730763599276543
0.13746215999126435,0.8486979246139527,0.013839899934828282
0.14439719915390015,0.8420926690101623,0.013510108925402164
0.09036409109830856,0.8933748722076416,0.01626100782305002
0.10991665869951248,0.8629942178726197,0.027089110948145388
0.10767942294478416,0.8589921951293945,0.03332837093621492
0.10292028412222862,0.85390385389328,0.04317585453391075
0.11017402037978172,0.8462483286857605,0.04357763826847076
0.11786485984921455,0.8438855051994324,0.038249625265598296
0.10621852353215218,0.8654363632202149,0.028345081396400927
0.11736042499542236,0.8595398545265198,0.02309970837086439
0.11581212431192398,0.8485524415969848,0.03563543539494276
0.12357832640409469,0.8409920454025268,0.035429622419178484
0.1190770536661148,0.8485748171806335,0.03234813609160483
0.09949715659022332,0.8691654682159424,0.03133739181794226
0.0963078759610653,0.8726882219314576,0.03100390830077231
0.09702961966395378,0.8937644481658935,0.009205949725583196
0.07187637835741043,0.9201453924179077,0.00797827378846705
0.06502767726778984,0.9248642563819885,0.010108106583356858
0.07162568718194962,0.9191847681999207,0.009189596865326166
0.05898682400584221,0.931436550617218,0.009576660674065351
0.06825839355587959,0.9223880529403686,0.009353598486632109
0.08620122522115707,0.9030438423156738,0.010754972975701094
0.10061691328883171,0.8882902026176452,0.011092917528003454
0.11232117488980294,0.8768316745758057,0.01084716310724616
0.12641012519598008,0.8638251185417175,0.009764765109866857
0.14713239818811416,0.8428552865982055,0.010012318659573794
0.19377289861440658,0.7946610927581788,0.011566011887043714
0.18855994194746017,0.8013731718063355,0.010066900867968798
0.21968355625867844,0.7584338068962098,0.02188266161829233
0.2226497620344162,0.74615638256073,0.031193889304995538
0.21532936990261078,0.7514895558357239,0.033181095495820045
0.14935217872262002,0.81462242603302,0.036025407165288924
0.14761383458971977,0.8063466429710389,0.04603951796889305
0.10390308424830437,0.8450601458549499,0.05103676468133926
0.10647160038352013,0.8344671487808227,0.059061261266469954
0.08004100918769837,0.8622981667518616,0.05766084156930447
0.09173806682229042,0.8553828239440918,0.052879111096262935
0.08478369638323784,0.8572205066680908,0.05799580030143261
0.08113225027918816,0.8740010738372803,0.044866674765944484
0.06301195025444031,0.9004345655441284,0.0365534532815218
0.05821918100118637,0.9058825135231018,0.035898289270699026
0.049497245252132414,0.9100720763206482,0.04043068159371614
0.05700723379850388,0.9144894123077393,0.028503372333943844
0.0846331313252449,0.8906984090805053,0.024668472399935127
0.08453312739729882,0.8999975562095642,0.015469360118731856
0.08318068534135818,0.9028719425201416,0.013947404036298395
0.0812164656817913,0.9097165107727051,0.009067042963579297
0.07121197804808617,0.9225923180580139,0.0061957160476595165
0.03916873186826706,0.9530842304229736,0.007747044879943132
0.03909179344773293,0.951853334903717,0.009054854977875948
0.04012891799211502,0.9487447142601013,0.011126336455345155
0.04147777706384659,0.9472053170204162,0.011316900327801704
0.05478856712579727,0.9324139356613159,0.012797493673861026
0.08086674734950065,0.9035966396331787,0.015536614879965781
0.14472140818834306,0.8399110198020935,0.015367590263485909
0.20130280777812004,0.7843325853347778,0.014364613592624665
0.2530629187822342,0.732573413848877,0.014363665878772736
0.2903546839952469,0.6975689888000488,0.012076315656304359
0.31659128069877623,0.6750914931297303,0.008317221887409687
0.28279251158237456,0.7097751259803772,0.0074323626235127446
0.2470017582178116,0.745341956615448,0.007656313851475716
0.2019087105989456,0.7909978032112122,0.007093499414622784
0.1633174553513527,0.8285557270050049,0.008126824162900448
0.13012173026800156,0.8604395866394043,0.009438682906329631
0.10920524299144745,0.8788031101226806,0.011991646699607372
0.10867805778980255,0.880025577545166,0.011296346597373486
0.14316006600856782,0.8466077208518982,0.010232207691296935
0.2063419446349144,0.7851389527320862,0.008519107522442938
0.2681702569127083,0.725394332408905,0.0064354165690019725
0.3155251920223236,0.6817830204963684,0.0026917879469692705
0.3436855375766754,0.654798400402069,0.0015160782728344201
0.36753386855125425,0.6311252832412719,0.0013408586382865906
0.35051514506340026,0.6482351064682007,0.0012497557559981941
0.31517854928970335,0.6835093855857849,0.0013120693853124975
0.30575509667396544,0.6928339600563049,0.0014109455281868578
0.2913538426160812,0.707154393196106,0.0014917484018951654
0.25228076577186587,0.746043038368225,0.0016761717852205038
0.23696140050888062,0.7597838640213013,0.0032547082984820007
0.22228001058101654,0.7740895509719848,0.003630422195419669
0.2656447559595108,0.7303541123867034,0.004001110722310841
0.2883293807506561,0.7038598001003266,0.007810800103470683
0.36119167506694794,0.6227109253406524,0.016097387252375483
0.48380177319049833,0.5016564875841141,0.014541728631593287
0.5496973812580108,0.43573935329914093,0.014563253126107156
0.5987889170646667,0.38721085488796236,0.014000229840166866
0.692505931854248,0.2974602162837982,0.010033857054077088
0.7426143050193786,0.2556190252304077,0.0017666916130110622
0.721364426612854,0.27686628997325896,0.001769320690073073
0.7698202252388,0.22853538393974304,0.0016444217646494508
0.7216585636138916,0.27611085772514343,0.0022306110011413695
0.672927463054657,0.3247929126024246,0.002279664599336684
0.6112274169921875,0.3864175647497177,0.002355052880011499
0.5651496291160584,0.4322988480329514,0.002551550464704633
0.5164870738983154,0.48076777458190917,0.0027451631613075733
0.51831214427948,0.47892661690711974,0.002761237183585763
0.4905280351638794,0.5067560315132141,0.0027159372577443717
0.48460388779640196,0.5129058003425598,0.002490285271778703
0.5056497871875762,0.4917717456817627,0.0025784486439079045
0.4895320951938629,0.5083029985427856,0.002164894947782159
0.5056952178478241,0.4920923888683319,0.002212390210479498
0.5310125768184661,0.4666561007499695,0.002331304992549121
0.5710314273834228,0.426763242483139,0.0022053283057175575
0.5755991578102112,0.42265489101409914,0.001745942234992981
0.6070608258247375,0.39090232253074647,0.0020368632860481737
0.5624559879302978,0.4358512222766876,0.0016927870456129313
0.5278512358665466,0.47053579092025755,0.0016129665775224567
0.439090633392334,0.5588676154613494,0.002041750436183065
0.3503171294927597,0.6474259436130524,0.0022569033550098538
0.2717525690793991,0.7261786222457886,0.00206877903547138
0.2499006062746048,0.7481913328170776,0.0019080544356256724
0.2093699663877487,0.788624906539917,0.0020051276544108985
0.20158692002296447,0.7967631340026855,0.0016499399673193694
0.20663037300109863,0.7916299819946289,0.0017396606039255858
0.2224110722541809,0.776022756099701,0.0015661890152841806
0.2678209125995636,0.7306616544723511,0.0015174482250586152
0.3025752425193787,0.6960326671600342,0.0013921112520620226
0.32911167442798617,0.6693502545356751,0.0015381000703200698
0.34156214594841006,0.656934916973114,0.0015029692789539696
0.3597868740558624,0.6385738253593445,0.0016393070807680487
0.35908691883087157,0.6389601230621338,0.001952961809001863
0.387446528673172,0.6104285955429077,0.0021248635137453677
0.36897037029266355,0.6282236456871033,0.0028059812262654304
0.33225719034671786,0.6638566017150879,0.0038862090092152356
0.28879375755786896,0.7065715789794922,0.004634668724611402
0.23424819409847258,0.7602919459342956,0.005459871981292963
0.1708999216556549,0.8229771852493286,0.0061229282990098
0.16143453419208526,0.8324201345443726,0.006145363673567772
0.16804205477237702,0.827197003364563,0.004760974424425512
0.17928468585014343,0.8170875072479248,0.0036278570158174263
0.17074225544929506,0.8269622445106506,0.0022955263644689693
0.18218932449817657,0.8165475130081177,0.0012631736695766448
0.18140823841094972,0.8172485709190369,0.0013431980274617671
0.18533051908016204,0.8117504715919495,0.0029189878492616116
0.18814872205257416,0.8076305270195008,0.004220720930607058
0.1914864808320999,0.8033850908279419,0.0051284145883983
0.17598869800567626,0.8180330991744995,0.005978185031563043
0.1672479897737503,0.8275241613388061,0.005227816523984075
0.15662774741649627,0.839654290676117,0.0037179423379711807
0.15385905802249908,0.8436769604682922,0.002463974751299247
0.17547768652439116,0.8228309392929077,0.0016913493687752633
0.2514050304889679,0.747394597530365,0.0012003712879959493
0.2993216723203659,0.699463403224945,0.0012149209214840084
0.35691976845264434,0.6416467308998108,0.001433518127305433
0.4211228907108307,0.5772134184837341,0.0016637065331451596
0.46276905536651614,0.5354049265384674,0.0018260464537888765
0.47672692537307737,0.5214895844459534,0.0017835204722359776
0.47844491004943845,0.5197956442832947,0.001759493094868958
0.47652060389518736,0.5217629194259643,0.001716500730253756
0.46041985154151915,0.5378274917602539,0.001752688456326723
0.4578662633895874,0.5403527796268464,0.0017809790559113025
0.4550084114074707,0.5428900599479676,0.0021015369100496175
0.4795787811279297,0.5180505514144897,0.0023706746054813267
0.48689804077148435,0.5101689219474792,0.0029330407036468388
0.48745317459106446,0.5088740944862366,0.0036727066384628416
0.47712585926055906,0.5183738231658935,0.004500313149765134
0.43072720766067507,0.5646730303764343,0.004599757865071297
0.3755531460046768,0.6196305632591248,0.004816284868866205
0.3126091152429581,0.6827015399932861,0.004689340386539698
0.2336164280772209,0.7612194538116455,0.005164134688675404
0.1585089385509491,0.8362950205802917,0.00519604729488492
0.11523721516132354,0.8790907979011535,0.0056719925254583355
0.09454331696033477,0.9000739693641663,0.0053827307187020775
0.08795214295387269,0.9070024251937866,0.005045432085171342
0.09232677519321442,0.9036804080009461,0.0039928078185766935
0.09890638589859009,0.8964202642440796,0.004673337517306209
0.0862826444208622,0.9065160393714905,0.007201313273981214
0.07551157921552658,0.9159195423126221,0.008568859519436955
0.06566866934299469,0.9244175791740418,0.009913754183799028
0.05679425597190857,0.9323414325714111,0.010864329058676958
0.05059408992528915,0.9390380382537842,0.010367895197123288
0.049058055877685545,0.9421358942985535,0.008806070033460855
0.04932533279061317,0.9425115466117859,0.008163144439458847
0.04839678257703781,0.9428749084472656,0.008728327229619026
0.047800060361623764,0.9432213425636291,0.008978625107556582
0.040887107327580455,0.9503953933715821,0.008717519510537387
0.03801585845649243,0.9536619067192078,0.008322257082909346
0.034440119937062266,0.9564685463905335,0.009091361425817013
0.04207610748708248,0.949423098564148,0.00850081704556942
0.04391810707747936,0.9478148460388184,0.008267044182866811
0.04274844191968441,0.9490987658500671,0.008152787853032351
0.05085822008550167,0.9417106151580811,0.007431145012378693
0.07608919776976109,0.9143445014953613,0.009566263481974601
0.09531446732580662,0.893340015411377,0.011345477402210235
0.12433533333241939,0.8635961890220643,0.012068426888436078
0.1506599709391594,0.8371406197547913,0.012199366092681884
0.16611455082893373,0.8226453185081481,0.011240104527678341
